[21:05:12.791] Worker-2 | EventoID=0 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=0F Payload[1]=64 Payload[2]=71
[21:08:14.325] Worker-2 | EventoID=585 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=15 Payload[1]=59 Payload[2]=5A
[21:08:14.464] Worker-3 | EventoID=586 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=9A Payload[1]=60 Payload[2]=62
[21:08:14.495] Worker-2 | EventoID=200 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=48 Payload[1]=37 Payload[2]=05
[21:08:14.758] Worker-0 | EventoID=201 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=35 Payload[1]=1F Payload[2]=03
[21:08:14.913] Worker-1 | EventoID=587 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=CF Payload[1]=DE Payload[2]=5B
[21:08:15.191] Worker-0 | EventoID=202 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1B Payload[1]=68 Payload[2]=00
[21:08:15.392] Worker-0 | EventoID=588 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=62 Payload[1]=52 Payload[2]=5E
[21:08:15.455] Worker-1 | EventoID=203 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3A Payload[1]=3E Payload[2]=02
[21:08:15.610] Worker-0 | EventoID=204 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=37 Payload[1]=3B Payload[2]=05
[21:08:15.780] Worker-1 | EventoID=589 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=0D Payload[1]=98 Payload[2]=70
[21:08:16.106] Worker-1 | EventoID=205 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=37 Payload[1]=42 Payload[2]=01
[21:08:16.185] Worker-3 | EventoID=590 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=5E Payload[1]=49 Payload[2]=6E
[21:08:16.280] Worker-3 | EventoID=206 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=42 Payload[1]=18 Payload[2]=01
[21:08:16.640] Worker-1 | EventoID=591 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=36 Payload[1]=73 Payload[2]=38
[21:08:16.717] Worker-3 | EventoID=207 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2B Payload[1]=1C Payload[2]=05
[21:08:17.029] Worker-0 | EventoID=208 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3A Payload[1]=3A Payload[2]=03
[21:08:17.107] Worker-2 | EventoID=592 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=CB Payload[1]=EF Payload[2]=25
[21:08:17.293] Worker-1 | EventoID=209 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=26 Payload[1]=50 Payload[2]=01
[21:08:17.496] Worker-3 | EventoID=210 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=28 Payload[1]=72 Payload[2]=09
[21:08:17.542] Worker-2 | EventoID=593 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=B5 Payload[1]=6A Payload[2]=6A
[21:08:17.666] Worker-0 | EventoID=211 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1E Payload[1]=55 Payload[2]=03
[21:08:17.759] Worker-2 | EventoID=594 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=BF Payload[1]=9B Payload[2]=15
[21:08:18.038] Worker-3 | EventoID=595 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=4C Payload[1]=8F Payload[2]=29
[21:08:18.115] Worker-3 | EventoID=212 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1F Payload[1]=17 Payload[2]=03
[21:08:18.456] Worker-1 | EventoID=596 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=65 Payload[1]=EF Payload[2]=39
[21:08:18.533] Worker-0 | EventoID=213 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2C Payload[1]=25 Payload[2]=00
[21:08:18.627] Worker-2 | EventoID=597 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=1E Payload[1]=4A Payload[2]=3C
[21:08:18.658] Worker-3 | EventoID=214 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=42 Payload[1]=4B Payload[2]=01
[21:08:18.766] Worker-3 | EventoID=598 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=E7 Payload[1]=CD Payload[2]=40
[21:08:18.923] Worker-0 | EventoID=599 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=AE Payload[1]=44 Payload[2]=27
[21:08:18.923] Worker-2 | EventoID=215 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1A Payload[1]=1B Payload[2]=09
[21:08:19.032] Worker-0 | EventoID=600 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=F0 Payload[1]=5E Payload[2]=68
[21:08:19.386] Worker-3 | EventoID=216 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=37 Payload[1]=23 Payload[2]=03
[21:08:19.526] Worker-1 | EventoID=601 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=22 Payload[1]=E2 Payload[2]=6E
[21:08:19.820] Worker-3 | EventoID=217 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=42 Payload[1]=23 Payload[2]=07
[21:08:19.820] Worker-1 | EventoID=602 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=E8 Payload[1]=49 Payload[2]=42
[21:08:20.083] Worker-2 | EventoID=218 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=45 Payload[1]=4C Payload[2]=07
[21:08:20.174] Worker-2 | EventoID=603 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=48 Payload[1]=9E Payload[2]=40
[21:08:20.358] Worker-1 | EventoID=604 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=91 Payload[1]=69 Payload[2]=34
[21:08:20.435] Worker-0 | EventoID=219 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1A Payload[1]=41 Payload[2]=06
[21:08:20.791] Worker-1 | EventoID=605 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=77 Payload[1]=6F Payload[2]=5D
[21:08:20.852] Worker-0 | EventoID=220 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3F Payload[1]=47 Payload[2]=05
[21:08:20.978] Worker-1 | EventoID=606 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=BF Payload[1]=E6 Payload[2]=49
[21:08:21.040] Worker-2 | EventoID=221 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=28 Payload[1]=25 Payload[2]=01
[21:08:21.255] Worker-2 | EventoID=607 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=3F Payload[1]=75 Payload[2]=16
[21:08:21.286] Worker-0 | EventoID=222 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=23 Payload[1]=54 Payload[2]=07
[21:08:21.504] Worker-0 | EventoID=608 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=31 Payload[1]=7F Payload[2]=64
[21:08:21.705] Worker-0 | EventoID=223 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=35 Payload[1]=29 Payload[2]=00
[21:08:21.797] Worker-2 | EventoID=609 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=43 Payload[1]=4F Payload[2]=46
[21:08:22.090] Worker-3 | EventoID=610 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=99 Payload[1]=9F Payload[2]=1A
[21:08:22.166] Worker-1 | EventoID=224 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2E Payload[1]=19 Payload[2]=06
[21:08:22.493] Worker-1 | EventoID=225 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2D Payload[1]=46 Payload[2]=00
[21:08:22.508] Worker-3 | EventoID=611 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=70 Payload[1]=53 Payload[2]=61
[21:08:22.708] Worker-1 | EventoID=612 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=60 Payload[1]=99 Payload[2]=3E
[21:08:22.957] Worker-2 | EventoID=226 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2F Payload[1]=2F Payload[2]=05
[21:08:22.972] Worker-0 | EventoID=613 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=72 Payload[1]=48 Payload[2]=57
[21:08:23.082] Worker-0 | EventoID=227 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=37 Payload[1]=36 Payload[2]=04
[21:08:23.301] Worker-0 | EventoID=228 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=37 Payload[1]=5E Payload[2]=03
[21:08:23.410] Worker-0 | EventoID=614 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=D6 Payload[1]=B4 Payload[2]=23
[21:08:23.629] Worker-0 | EventoID=615 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=9A Payload[1]=6F Payload[2]=4B
[21:08:23.661] Worker-1 | EventoID=229 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=35 Payload[1]=44 Payload[2]=07
[21:08:24.036] Worker-3 | EventoID=616 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=7E Payload[1]=4D Payload[2]=48
[21:08:24.145] Worker-3 | EventoID=230 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1B Payload[1]=38 Payload[2]=02
[21:08:24.161] Worker-2 | EventoID=617 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=06 Payload[1]=DB Payload[2]=25
[21:08:24.415] Worker-1 | EventoID=231 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1C Payload[1]=28 Payload[2]=01
[21:08:24.538] Worker-2 | EventoID=618 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=0E Payload[1]=90 Payload[2]=52
[21:08:24.538] Worker-3 | EventoID=232 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=31 Payload[1]=53 Payload[2]=04
[21:08:24.879] Worker-1 | EventoID=233 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=26 Payload[1]=4F Payload[2]=00
[21:08:24.879] Worker-0 | EventoID=619 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=D7 Payload[1]=D9 Payload[2]=70
[21:08:25.003] Worker-2 | EventoID=620 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=5B Payload[1]=47 Payload[2]=64
[21:08:25.174] Worker-3 | EventoID=234 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1F Payload[1]=1D Payload[2]=06
[21:08:25.442] Worker-2 | EventoID=621 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=6F Payload[1]=39 Payload[2]=35
[21:08:25.488] Worker-3 | EventoID=235 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=4A Payload[1]=1F Payload[2]=09
[21:08:25.690] Worker-3 | EventoID=236 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3E Payload[1]=73 Payload[2]=09
[21:08:25.873] Worker-2 | EventoID=622 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=92 Payload[1]=F3 Payload[2]=33
[21:08:26.045] Worker-1 | EventoID=237 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3D Payload[1]=34 Payload[2]=07
[21:08:26.170] Worker-0 | EventoID=623 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=11 Payload[1]=C6 Payload[2]=3E
[21:08:26.359] Worker-1 | EventoID=238 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=19 Payload[1]=49 Payload[2]=00
[21:08:26.471] Worker-1 | EventoID=624 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=1D Payload[1]=61 Payload[2]=65
[21:08:26.671] Worker-1 | EventoID=239 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=45 Payload[1]=3C Payload[2]=05
[21:08:26.671] Worker-3 | EventoID=625 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=DC Payload[1]=E4 Payload[2]=74
[21:08:26.856] Worker-2 | EventoID=626 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=74 Payload[1]=81 Payload[2]=2A
[21:08:26.887] Worker-3 | EventoID=240 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=29 Payload[1]=23 Payload[2]=06
[21:08:26.994] Worker-1 | EventoID=241 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2D Payload[1]=16 Payload[2]=08
[21:08:27.341] Worker-0 | EventoID=627 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=B2 Payload[1]=F7 Payload[2]=5A
[21:08:27.483] Worker-2 | EventoID=242 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1A Payload[1]=47 Payload[2]=01
[21:08:27.610] Worker-3 | EventoID=628 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=23 Payload[1]=45 Payload[2]=4A
[21:08:27.797] Worker-2 | EventoID=629 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=10 Payload[1]=7A Payload[2]=75
[21:08:27.857] Worker-1 | EventoID=243 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3C Payload[1]=31 Payload[2]=04
[21:08:28.075] Worker-1 | EventoID=630 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=89 Payload[1]=C2 Payload[2]=52
[21:08:28.276] Worker-1 | EventoID=631 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=1C Payload[1]=55 Payload[2]=44
[21:08:28.322] Worker-0 | EventoID=244 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3C Payload[1]=46 Payload[2]=09
[21:08:28.462] Worker-3 | EventoID=632 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=E8 Payload[1]=B0 Payload[2]=39
[21:08:28.588] Worker-1 | EventoID=633 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=B8 Payload[1]=AD Payload[2]=44
[21:08:28.712] Worker-0 | EventoID=634 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=AE Payload[1]=33 Payload[2]=19
[21:08:28.820] Worker-0 | EventoID=245 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2E Payload[1]=27 Payload[2]=07
[21:08:28.901] Worker-1 | EventoID=635 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=9B Payload[1]=87 Payload[2]=64
[21:08:29.314] Worker-2 | EventoID=246 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2B Payload[1]=6E Payload[2]=06
[21:08:29.314] Worker-3 | EventoID=636 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=E9 Payload[1]=BA Payload[2]=1D
[21:08:29.529] Worker-2 | EventoID=247 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1C Payload[1]=70 Payload[2]=05
[21:08:29.731] Worker-2 | EventoID=248 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=46 Payload[1]=44 Payload[2]=03
[21:08:29.809] Worker-2 | EventoID=637 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=7C Payload[1]=DF Payload[2]=74
[21:08:29.840] Worker-3 | EventoID=249 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=19 Payload[1]=6E Payload[2]=03
[21:08:30.151] Worker-3 | EventoID=250 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=45 Payload[1]=28 Payload[2]=01
[21:08:30.229] Worker-0 | EventoID=638 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=C9 Payload[1]=ED Payload[2]=26
[21:08:30.601] Worker-1 | EventoID=639 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=17 Payload[1]=58 Payload[2]=5D
[21:08:30.646] Worker-0 | EventoID=251 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=29 Payload[1]=16 Payload[2]=08
[21:08:30.989] Worker-2 | EventoID=640 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=0A Payload[1]=E3 Payload[2]=1F
[21:08:31.112] Worker-3 | EventoID=252 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=41 Payload[1]=26 Payload[2]=09
[21:08:31.297] Worker-0 | EventoID=641 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=D4 Payload[1]=8C Payload[2]=77
[21:08:31.498] Worker-0 | EventoID=253 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3C Payload[1]=2C Payload[2]=07
[21:08:31.560] Worker-1 | EventoID=642 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=91 Payload[1]=9D Payload[2]=23
[21:08:31.699] Worker-0 | EventoID=254 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=22 Payload[1]=72 Payload[2]=05
[21:08:31.808] Worker-0 | EventoID=643 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=CE Payload[1]=BB Payload[2]=5E
[21:08:32.119] Worker-0 | EventoID=255 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=40 Payload[1]=72 Payload[2]=04
[21:08:32.181] Worker-2 | EventoID=644 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=B6 Payload[1]=E7 Payload[2]=1F
[21:08:32.337] Worker-0 | EventoID=256 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=48 Payload[1]=4C Payload[2]=09
[21:08:32.539] Worker-1 | EventoID=645 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=1D Payload[1]=67 Payload[2]=22
[21:08:32.556] Worker-0 | EventoID=257 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=47 Payload[1]=73 Payload[2]=02
[21:08:32.835] Worker-2 | EventoID=258 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=33 Payload[1]=24 Payload[2]=09
[21:08:32.897] Worker-2 | EventoID=646 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=50 Payload[1]=84 Payload[2]=2E
[21:08:33.022] Worker-3 | EventoID=647 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=82 Payload[1]=68 Payload[2]=43
[21:08:33.163] Worker-1 | EventoID=648 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=06 Payload[1]=ED Payload[2]=55
[21:08:33.288] Worker-0 | EventoID=259 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=19 Payload[1]=3C Payload[2]=07
[21:08:33.490] Worker-1 | EventoID=649 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=2B Payload[1]=D2 Payload[2]=30
[21:08:33.645] Worker-2 | EventoID=260 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=22 Payload[1]=25 Payload[2]=09
[21:08:33.815] Worker-1 | EventoID=650 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=E8 Payload[1]=C0 Payload[2]=3A
[21:08:34.091] Worker-3 | EventoID=261 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2D Payload[1]=53 Payload[2]=06
[21:08:34.246] Worker-1 | EventoID=651 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=EF Payload[1]=3B Payload[2]=75
[21:08:34.461] Worker-1 | EventoID=262 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=30 Payload[1]=75 Payload[2]=00
[21:08:34.616] Worker-2 | EventoID=652 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=24 Payload[1]=D5 Payload[2]=71
[21:08:34.846] Worker-3 | EventoID=263 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=29 Payload[1]=1A Payload[2]=07
[21:08:34.938] Worker-2 | EventoID=653 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=21 Payload[1]=41 Payload[2]=20
[21:08:35.091] Worker-1 | EventoID=264 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=36 Payload[1]=2A Payload[2]=04
[21:08:35.310] Worker-1 | EventoID=654 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=54 Payload[1]=C2 Payload[2]=6D
[21:08:35.372] Worker-2 | EventoID=265 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3C Payload[1]=6B Payload[2]=06
[21:08:35.513] Worker-1 | EventoID=655 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=80 Payload[1]=63 Payload[2]=1D
[21:08:35.636] Worker-0 | EventoID=656 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=F0 Payload[1]=99 Payload[2]=64
[21:08:35.713] Worker-3 | EventoID=266 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1A Payload[1]=62 Payload[2]=07
[21:08:36.024] Worker-2 | EventoID=657 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=80 Payload[1]=76 Payload[2]=73
[21:08:36.196] Worker-2 | EventoID=267 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=43 Payload[1]=2A Payload[2]=08
[21:08:36.212] Worker-3 | EventoID=658 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=70 Payload[1]=81 Payload[2]=65
[21:08:36.365] Worker-1 | EventoID=268 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3C Payload[1]=76 Payload[2]=00
[21:08:36.644] Worker-3 | EventoID=659 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=82 Payload[1]=98 Payload[2]=5E
[21:08:36.721] Worker-0 | EventoID=269 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=35 Payload[1]=64 Payload[2]=06
[21:08:36.752] Worker-3 | EventoID=660 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=A3 Payload[1]=65 Payload[2]=34
[21:08:36.968] Worker-3 | EventoID=270 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=29 Payload[1]=23 Payload[2]=02
[21:08:37.077] Worker-3 | EventoID=271 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=41 Payload[1]=50 Payload[2]=05
[21:08:37.217] Worker-1 | EventoID=272 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=37 Payload[1]=51 Payload[2]=05
[21:08:37.232] Worker-0 | EventoID=661 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=FD Payload[1]=52 Payload[2]=1C
[21:08:37.478] Worker-2 | EventoID=662 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=FC Payload[1]=D7 Payload[2]=1C
[21:08:37.679] Worker-2 | EventoID=273 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=3E Payload[1]=19 Payload[2]=06
[21:08:37.695] Worker-3 | EventoID=663 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=99 Payload[1]=A9 Payload[2]=6D
[21:08:37.959] Worker-1 | EventoID=664 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=72 Payload[1]=B9 Payload[2]=3B
[21:08:38.069] Worker-1 | EventoID=274 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1A Payload[1]=6A Payload[2]=08
[21:08:38.286] Worker-1 | EventoID=665 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=D6 Payload[1]=C2 Payload[2]=76
[21:08:38.565] Worker-3 | EventoID=275 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=41 Payload[1]=56 Payload[2]=07
[21:08:38.751] Worker-0 | EventoID=666 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=5D Payload[1]=7A Payload[2]=54
[21:08:38.906] Worker-1 | EventoID=276 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=20 Payload[1]=18 Payload[2]=00
[21:08:38.938] Worker-0 | EventoID=667 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=B2 Payload[1]=D5 Payload[2]=18
[21:08:39.078] Worker-2 | EventoID=277 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=28 Payload[1]=39 Payload[2]=07
[21:08:39.109] Worker-3 | EventoID=668 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=B5 Payload[1]=57 Payload[2]=18
[21:08:39.344] Worker-1 | EventoID=669 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=65 Payload[1]=80 Payload[2]=5F
[21:08:39.436] Worker-3 | EventoID=278 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=37 Payload[1]=27 Payload[2]=04
[21:08:39.559] Worker-1 | EventoID=279 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=2D Payload[1]=21 Payload[2]=04
[21:08:39.776] Worker-1 | EventoID=670 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=25 Payload[1]=8E Payload[2]=53
[21:08:39.916] Worker-0 | EventoID=280 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=46 Payload[1]=23 Payload[2]=00
[21:08:39.979] Worker-3 | EventoID=671 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=38 Payload[1]=98 Payload[2]=1B
[21:08:40.024] Worker-0 | EventoID=281 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=39 Payload[1]=29 Payload[2]=01
[21:08:40.350] Worker-0 | EventoID=282 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=41 Payload[1]=2F Payload[2]=00
[21:08:40.459] Worker-0 | EventoID=672 | SensorID=0 | Tipo=MOTOR | Priority=ALTA | Payload[0]=C9 Payload[1]=78 Payload[2]=39
[21:08:40.814] Worker-2 | EventoID=283 | SensorID=1 | Tipo=NEMATICOS | Priority=NORMAL | Payload[0]=1C Payload[1]=32 Payload[2]=03
